Timestamp,Runtime (s),Pitch,Roll,Yaw,Temp,Alt,Battery
2025-04-29 17:16:02.003,16.23,-109.94,-9.08,-16147.3,26.06,0.01,3.6
2025-04-29 17:16:02.563,16.79,-111.33,-11.01,-16173.83,26.08,-0.02,3.57
2025-04-29 17:16:03.121,17.35,-112.71,-14.03,-16201.42,26.1,-0.02,3.56
2025-04-29 17:16:03.686,17.91,-114.53,-15.1,-16224.3,26.11,-0.02,3.57
2025-04-29 17:16:04.245,18.47,-112.66,-12.91,-16258.89,26.13,-0.03,3.56
2025-04-29 17:16:04.803,19.03,-114.16,-14.19,-16284.27,26.15,-0.01,3.58
2025-04-29 17:16:05.362,19.59,-114.82,-14.77,-16308.49,26.16,0.02,3.57
2025-04-29 17:16:05.922,20.15,-113.11,-13.55,-16331.58,26.17,0.05,3.55
2025-04-29 17:16:06.481,20.71,-112.11,-12.79,-16354.93,26.18,0.04,3.56
2025-04-29 17:16:07.043,21.27,-112.04,-12.73,-16391.06,26.21,0.0,3.56
2025-04-29 17:16:07.605,21.83,-111.97,-12.39,-16414.64,26.23,0.02,3.56
2025-04-29 17:16:08.158,22.38,-109.52,-13.43,-16441.29,26.24,0.0,3.56
2025-04-29 17:16:08.721,22.95,-97.76,-4.22,-16464.47,26.25,0.02,3.56
2025-04-29 17:16:09.278,23.50,-88.01,0.73,-16493.49,26.3,-1.81,3.57
2025-04-29 17:16:09.838,24.06,-84.17,1.54,-16517.36,26.34,-2.21,3.56
2025-04-29 17:16:10.397,24.62,-84.11,1.47,-16541.66,26.39,-2.56,3.57
2025-04-29 17:16:10.959,25.18,-84.03,1.77,-16565.53,26.43,-2.95,3.57
2025-04-29 17:16:11.516,25.74,-83.88,1.87,-16601.51,26.48,-3.31,3.55
2025-04-29 17:16:12.083,26.31,-83.23,2.14,-16625.36,26.51,-3.69,3.55
2025-04-29 17:16:12.636,26.86,-86.33,-0.89,-16653.56,26.55,-4.22,3.55
2025-04-29 17:16:13.197,27.42,-121.1,12.28,-16668.38,26.59,-4.25,3.57
2025-04-29 17:16:13.760,27.98,-142.81,21.85,-16682.82,26.61,-4.65,3.56
2025-04-29 17:16:14.326,28.55,-158.9,21.33,-16698.5,26.61,-4.37,3.55
2025-04-29 17:16:14.898,29.12,-158.85,19.23,-16722.13,26.6,-4.02,3.56
2025-04-29 17:16:15.438,29.66,-132.94,2.77,-16759.93,26.59,-3.96,3.56
2025-04-29 17:16:15.942,30.17,-132.76,-1.04,-16789.57,26.59,-3.76,3.57
2025-04-29 17:16:16.490,30.72,-162.64,9.77,-16795.0,26.61,-3.97,3.56
2025-04-29 17:16:17.001,31.23,-166.61,19.92,-16809.83,26.64,-4.15,3.56
2025-04-29 17:16:17.517,31.74,-137.22,9.28,-16881.33,26.61,-4.07,3.56
2025-04-29 17:16:18.038,32.26,-145.77,7.55,-16903.13,26.63,-3.91,3.56
2025-04-29 17:16:18.600,32.82,-160.08,11.72,-16917.96,26.63,-3.74,3.55
2025-04-29 17:16:19.131,33.36,-161.2,25.09,-16938.93,26.59,-3.41,3.56
2025-04-29 17:16:19.687,33.91,-159.21,32.81,-16968.3,26.52,-3.13,3.57
2025-04-29 17:16:20.225,34.45,-154.27,30.92,-16997.77,26.46,-2.88,3.55
2025-04-29 17:16:20.830,35.05,-146.98,34.52,-17025.58,26.39,-2.69,3.55
2025-04-29 17:16:21.454,35.68,-74.11,23.85,-17048.34,26.35,-2.5,3.55
2025-04-29 17:16:22.071,36.30,-160.02,40.11,-17079.74,26.32,-2.44,3.57
2025-04-29 17:16:22.671,36.90,-149.85,31.93,-17109.4,26.29,-2.32,3.56
2025-04-29 17:16:23.283,37.51,-155.42,31.24,-17145.35,26.25,-2.18,3.57
2025-04-29 17:16:23.834,38.06,-159.86,47.79,-17166.11,26.21,-2.06,3.55
2025-04-29 17:16:24.373,38.60,-153.79,48.17,-17189.38,26.16,-1.99,3.56
2025-04-29 17:16:24.877,39.10,-152.39,71.33,-17211.93,26.12,-1.94,3.55
2025-04-29 17:16:25.440,39.66,-22.21,56.25,-17232.86,26.1,-2.3,3.55
2025-04-29 17:16:25.996,40.22,-12.28,23.36,-17242.62,26.11,-2.21,3.56
2025-04-29 17:16:26.561,40.79,-5.9,-0.61,-17282.02,26.07,-2.04,3.56
2025-04-29 17:16:27.115,41.34,-4.59,-10.14,-17308.73,26.06,-1.82,3.58
2025-04-29 17:16:27.682,41.91,-2.57,-14.99,-17332.81,26.04,-1.66,3.55
2025-04-29 17:16:28.232,42.46,-5.4,-11.48,-17351.65,26.05,-1.48,3.56
2025-04-29 17:16:28.791,43.02,-7.51,-1.86,-17384.74,26.03,-1.32,3.55
2025-04-29 17:16:29.355,43.58,-7.51,-1.04,-17407.78,26.01,-1.11,3.6
2025-04-29 17:16:29.914,44.14,-7.79,-2.19,-17431.72,26.0,-0.9,3.55
2025-04-29 17:16:30.477,44.70,-7.35,-3.62,-17454.3,26.0,-0.74,3.55
2025-04-29 17:16:31.034,45.26,-8.64,-0.34,-17490.57,25.98,-0.54,3.55
2025-04-29 17:16:31.588,45.81,-6.7,-2.85,-17516.67,25.95,-0.39,3.56
2025-04-29 17:16:32.119,46.34,-2.61,-13.45,-17544.92,25.91,-0.21,3.52
2025-04-29 17:16:32.676,46.90,1.86,-23.54,-17571.89,25.9,-0.12,3.58
2025-04-29 17:16:33.240,47.47,1.97,-24.97,-17596.2,25.9,0.0,3.55
2025-04-29 17:16:33.795,48.02,3.01,-26.97,-17631.62,25.9,0.07,3.55
2025-04-29 17:16:34.355,48.58,-0.65,-23.91,-17652.22,25.88,0.16,3.55
2025-04-29 17:16:34.928,49.15,-0.67,-20.21,-17680.6,25.86,0.25,3.56
2025-04-29 17:16:35.471,49.70,-3.55,-11.6,-17703.49,25.83,0.29,3.55
2025-04-29 17:16:36.037,50.26,-15.37,-5.62,-17754.15,25.78,0.39,3.53
2025-04-29 17:16:36.599,50.82,-19.79,-22.65,-17797.62,25.75,0.38,3.55
2025-04-29 17:16:37.161,51.39,-16.23,-28.22,-17819.28,25.7,0.34,3.55
2025-04-29 17:16:37.712,51.94,-12.85,-36.83,-17839.71,25.67,0.27,3.55
2025-04-29 17:16:38.267,52.49,-16.2,-19.25,-17860.41,25.64,0.31,3.56
2025-04-29 17:16:38.834,53.06,-9.07,-9.11,-17890.68,25.62,0.42,3.55
2025-04-29 17:16:39.397,53.62,-20.59,-7.82,-17902.65,25.62,0.51,3.57
2025-04-29 17:16:39.950,54.17,-12.07,-11.88,-17910.77,25.59,0.56,3.54
2025-04-29 17:16:40.520,54.75,4.33,-12.3,-17925.05,25.56,0.7,3.55
2025-04-29 17:16:41.077,55.30,9.79,-16.23,-17965.16,25.54,0.82,3.55
2025-04-29 17:16:41.646,55.87,15.17,-13.68,-17987.42,25.53,0.91,3.55
2025-04-29 17:16:42.209,56.43,21.24,-15.33,-18014.45,25.5,0.98,3.55
2025-04-29 17:16:42.764,56.99,22.26,-18.72,-18032.96,25.49,1.0,3.55
2025-04-29 17:16:43.324,57.55,14.75,-21.86,-18061.18,25.46,1.03,3.55
2025-04-29 17:16:43.877,58.10,1.42,-14.12,-18092.41,25.43,1.1,3.55
2025-04-29 17:16:44.443,58.67,-1.01,-0.16,-18125.23,25.41,1.09,3.56
2025-04-29 17:16:45.018,59.24,5.38,-0.64,-18154.82,25.4,1.13,3.55
2025-04-29 17:16:45.622,59.85,-15.61,13.69,-18181.86,25.38,1.17,3.56
2025-04-29 17:16:46.150,60.37,-27.74,2.72,-18221.47,25.37,1.19,3.55
2025-04-29 17:16:46.702,60.93,-18.39,12.16,-18237.62,25.37,1.14,3.55
2025-04-29 17:16:47.258,61.48,-45.1,15.86,-18256.54,25.37,1.14,3.55
2025-04-29 17:16:47.827,62.05,-39.16,15.77,-18294.47,25.34,1.14,3.55
2025-04-29 17:16:48.388,62.61,-45.15,-0.07,-18316.95,25.35,1.08,3.55
2025-04-29 17:16:48.942,63.17,-37.98,5.73,-18335.27,25.35,1.03,3.55
2025-04-29 17:16:49.498,63.72,-49.24,21.85,-18345.3,25.34,1.07,3.57
2025-04-29 17:16:50.063,64.29,-62.94,-3.11,-18394.99,25.34,1.07,3.52
2025-04-29 17:16:50.622,64.85,-58.8,2.35,-18423.05,25.34,1.13,3.56
2025-04-29 17:16:51.156,65.38,-59.2,-0.23,-18443.57,25.34,1.17,3.55
2025-04-29 17:16:51.658,65.88,-61.66,-0.05,-18466.8,25.34,1.2,3.55
2025-04-29 17:16:52.222,66.45,-46.31,0.21,-18493.1,25.35,1.19,3.54
2025-04-29 17:16:52.785,67.01,-30.33,-1.27,-18518.52,25.34,1.14,3.54
2025-04-29 17:16:53.348,67.57,-8.78,-5.37,-18555.76,25.3,1.03,3.54
2025-04-29 17:16:53.901,68.13,-13.21,-5.08,-18579.59,25.29,1.04,3.54
2025-04-29 17:16:54.467,68.69,-11.01,-5.18,-18604.06,25.28,1.02,3.56
2025-04-29 17:16:55.018,69.24,-11.23,-5.08,-18628.23,25.28,0.96,3.49
2025-04-29 17:16:55.577,69.80,-13.4,-5.17,-18663.63,25.25,0.96,3.57
2025-04-29 17:16:56.138,70.36,-13.11,-4.94,-18688.16,25.23,0.98,3.55
2025-04-29 17:16:56.698,70.92,-9.99,-5.3,-18712.06,25.21,0.85,3.55
2025-04-29 17:16:57.259,71.48,-7.2,-5.65,-18737.66,25.21,0.79,3.55
2025-04-29 17:16:57.817,72.04,-14.82,-5.05,-18759.77,25.21,0.71,3.55
2025-04-29 17:16:58.379,72.60,-9.15,-4.79,-18796.33,25.18,0.67,3.55
2025-04-29 17:16:58.942,73.17,-12.14,-4.89,-18820.44,25.17,0.61,3.55
2025-04-29 17:16:59.504,73.73,-11.76,-5.3,-18844.53,25.16,0.58,3.57
2025-04-29 17:17:00.059,74.28,-12.22,-5.33,-18868.67,25.15,0.54,3.5
2025-04-29 17:17:00.617,74.84,-10.47,-5.17,-18904.76,25.12,0.48,3.56
2025-04-29 17:17:01.179,75.40,-11.6,-5.31,-18928.23,25.1,0.49,3.55
2025-04-29 17:17:01.742,75.97,-10.57,-5.38,-18952.84,25.09,0.46,3.54
2025-04-29 17:17:02.293,76.52,-10.89,-5.29,-18976.15,25.07,0.44,3.55
2025-04-29 17:17:02.876,77.10,-10.96,-5.12,-19012.28,25.05,0.42,3.55
2025-04-29 17:17:03.419,77.64,-10.1,-5.26,-19035.92,25.05,0.38,3.55
2025-04-29 17:17:03.972,78.20,-9.94,-5.03,-19060.04,25.05,0.32,3.54
2025-04-29 17:17:04.538,78.76,-10.04,-5.11,-19084.29,25.05,0.29,3.55
2025-04-29 17:17:05.097,79.32,-11.68,-5.03,-19120.04,25.07,0.23,3.55
