Timestamp,Runtime (s),Pitch,Roll,Yaw,Temp,Alt,Battery
2025-04-29 17:29:49.044,0.58,-9.44,1.97,77.81,21.97,-0.66,3.44
2025-04-29 17:29:49.594,1.13,-9.25,2.12,78.16,21.98,-0.67,3.46
2025-04-29 17:29:50.103,1.64,-9.81,2.15,79.22,21.98,-0.66,3.44
2025-04-29 17:29:50.702,2.24,-8.47,2.09,79.41,21.98,-0.67,3.44
2025-04-29 17:29:51.373,2.91,-9.04,2.03,80.4,21.98,-0.67,3.44
2025-04-29 17:29:51.890,3.43,-8.9,1.88,81.24,21.99,-0.68,3.43
2025-04-29 17:29:52.433,3.97,-8.57,1.89,82.34,21.99,-0.7,3.44
2025-04-29 17:29:52.948,4.49,-9.19,1.85,83.14,22.0,-0.69,3.44
2025-04-29 17:29:53.474,5.01,-9.37,1.9,83.9,22.0,-0.69,3.45
2025-04-29 17:29:54.003,5.54,-9.79,1.95,84.92,22.01,-0.68,3.44
2025-04-29 17:29:54.569,6.11,-9.92,2.08,85.87,22.01,-0.71,3.43
2025-04-29 17:29:55.191,6.73,-10.11,2.22,86.35,22.02,-0.72,3.44
2025-04-29 17:29:55.746,7.28,-7.48,1.99,87.36,22.01,-0.71,3.45
2025-04-29 17:29:56.316,7.85,-7.32,1.88,87.76,22.03,-0.72,3.44
2025-04-29 17:29:56.826,8.36,-15.83,2.25,87.45,22.03,-0.72,3.44
2025-04-29 17:29:57.390,8.93,-10.66,2.12,88.36,22.04,-0.72,3.45
2025-04-29 17:29:57.953,9.49,-8.28,2.04,89.74,22.05,-0.74,3.48
2025-04-29 17:29:58.461,10.00,-8.73,2.14,90.22,22.04,-0.72,3.44
2025-04-29 17:29:59.007,10.54,-8.88,2.16,90.77,22.04,-0.71,3.44
2025-04-29 17:29:59.580,11.12,-11.4,2.34,92.11,22.03,-0.71,3.44
2025-04-29 17:30:00.152,11.69,-11.12,2.34,93.04,22.05,-0.72,3.43
2025-04-29 17:30:00.716,12.25,-11.2,2.37,94.66,22.05,-0.71,3.44
2025-04-29 17:30:01.314,12.85,-11.2,2.55,95.27,22.06,-0.76,3.43
2025-04-29 17:30:01.925,13.46,-11.24,2.56,96.12,22.06,-0.77,3.44
2025-04-29 17:30:02.530,14.07,-11.87,2.56,96.72,22.06,-0.78,3.44
